"Peaks significantly differentially enriched (DESeq2 nominal p < 0.1) in control, whole embryos compared to U0126-treated, PMC-minus embryos. Column 1: DNase-seq Peak Name: peak number, obtained from DNase-seq RPS peak names.",,,,,,,,
DNase Peak Name,Scaffold,Start,End,baseMean,log2FoldChange,lfcSE,stat,pvalue
113639,Scaffold50,1300689,1303013,81.50054856,0.413758296,0.197846157,2.091313283,0.03649999
74831,Scaffold2730,20158,24706,428.812823,0.294553501,0.140866501,2.091011696,0.036527016
126288,Scaffold616,49940,50653,18.79851226,0.509283355,0.243672638,2.09003095,0.03661502
4787,Scaffold1064,125342,126303,43.73664667,0.47410441,0.226861652,2.089839362,0.036632232
66217,Scaffold243,576626,577111,17.43937301,0.508434684,0.2433057,2.089694912,0.036645214
42813,Scaffold179,506935,507620,22.05187629,0.507410608,0.24302748,2.087873386,0.036809257
38911,Scaffold17,524795,526485,82.53064157,0.4103778,0.196562446,2.087773168,0.036818301
113624,Scaffold50,1204716,1205224,21.66417578,0.507578441,0.243347584,2.085816643,0.036995235
51983,Scaffold20,1384982,1386219,47.42331237,0.465385992,0.22312272,2.085784859,0.036998116
34845,Scaffold161,691336,692466,47.78128061,0.468303333,0.224629495,2.084781135,0.037089172
31851,Scaffold1545,315245,315823,27.67102819,0.5037886,0.241662081,2.084682036,0.037098172
22183,Scaffold1353,184711,184874,4.899053515,0.411777619,0.197571304,2.084197507,0.037142205
89331,Scaffold335,407412,409374,79.25231252,0.424174136,0.203582977,2.083544227,0.037201645
85490,Scaffold317,506263,507163,38.96523953,0.490660071,0.235499942,2.083482768,0.037207241
108618,Scaffold464,307144,307777,25.89433065,0.501953533,0.241069978,2.08219015,0.037325105
8916,Scaffold113,1172873,1173843,53.63215275,0.45867867,0.220314904,2.081923018,0.037349502
48268,Scaffold1910,82874,84206,68.89835866,0.434431861,0.208867249,2.079942471,0.03753081
116157,Scaffold520,505527,506834,111.5307207,0.393502245,0.189363311,2.078027911,0.037706789
131356,Scaffold663,89712,89997,9.937812705,0.47595081,0.229093539,2.077539206,0.037751821
8917,Scaffold113,1176863,1177666,40.5322388,0.479691988,0.230973759,2.07682462,0.037817749
18893,Scaffold1297,178542,181791,224.0379648,0.350069254,0.168585324,2.076510841,0.037846729
15522,Scaffold1239,60871,61383,14.55366174,0.501712804,0.241801833,2.074892474,0.037996501
19466,Scaffold1301,113834,114370,21.47698932,0.505508312,0.243672335,2.074541259,0.038029071
5063,Scaffold107,236491,236787,6.57115477,0.445753957,0.214884581,2.074387817,0.038043308
118046,Scaffold54,1173728,1174185,18.80747838,0.503207796,0.242612328,2.074122946,0.038067894
98492,Scaffold389,231020,231742,27.53288779,0.497338668,0.2402321,2.070242353,0.038429655
155776,Scaffold978,96232,96698,11.97140512,0.484202061,0.233929683,2.069861569,0.03846531
79239,Scaffold291,101365,101737,9.844730163,0.474019476,0.229017944,2.069791857,0.03847184
109188,Scaffold469,105907,107616,58.86861552,0.44113692,0.213225117,2.068878779,0.038557463
153006,Scaffold937,265023,265487,12.57052463,0.494585276,0.23908996,2.068615828,0.038582151
108579,Scaffold464,137342,138286,36.03444127,0.483718255,0.233852277,2.068477853,0.038595111
98693,Scaffold39,363034,364044,52.70396515,0.472163596,0.228287867,2.068281602,0.038613551
86435,Scaffold3211,7470,9253,71.36642698,0.429760808,0.207791188,2.068234036,0.038618021
153179,Scaffold94,403998,404819,28.48185663,0.493418266,0.238591379,2.068047338,0.038635572
48553,Scaffold192,379532,379995,16.51483992,0.499374648,0.24161307,2.066836236,0.038749588
21479,Scaffold134,662122,662401,5.132634483,0.417404625,0.201992814,2.066433047,0.038787608
114488,Scaffold508,142703,144139,114.7583065,0.387713021,0.187724179,2.065333427,0.038891463
42456,Scaffold1781,45932,46253,9.679877222,0.477074596,0.231053114,2.064783237,0.038943515
1620,Scaffold1010,127469,127753,5.607467739,0.428623638,0.207674761,2.063917813,0.03902551
68317,Scaffold25,371084,371281,5.17269949,0.419056617,0.203040661,2.063904905,0.039026734
66765,Scaffold2444,128305,128509,7.965206477,0.460946651,0.223387037,2.063444041,0.039070459
156623,Scaffold990,40131,46400,670.3432449,0.248527222,0.12046251,2.06310845,0.039102326
48587,Scaffold192,517102,520302,429.2873244,0.268236483,0.130080645,2.062078357,0.039200277
88107,Scaffold33,350058,350794,19.73440882,0.502083835,0.243577728,2.061287948,0.039275577
42775,Scaffold179,392719,393622,30.62375774,0.491677606,0.238559027,2.061031236,0.03930006
142786,Scaffold8,593871,594452,20.27034381,0.502101609,0.243622066,2.060985763,0.039304398
10077,Scaffold115,312150,314358,104.1408495,0.406214607,0.197131242,2.060630287,0.039338325
106052,Scaffold444,140150,140697,15.57757287,0.500269451,0.242834927,2.060121486,0.039386928
145775,Scaffold838,255151,256870,76.3747459,0.420647086,0.204236323,2.059609571,0.039435881
7813,Scaffold1111,186000,186157,3.739889886,0.373030496,0.181464001,2.055672172,0.039814126
145862,Scaffold839,269420,269612,7.897957506,0.459347411,0.223574665,2.054559316,0.039921589
82686,Scaffold304,236865,237110,4.834235636,0.401036314,0.195243801,2.054028405,0.039972943
62744,Scaffold232,90281,90882,13.82427304,0.495277818,0.241284286,2.052673328,0.04010427
38908,Scaffold17,518376,520467,131.5905789,0.377770869,0.184162922,2.051286245,0.040239079
48758,Scaffold1923,75024,75368,4.658751363,0.39755394,0.193868086,2.050641491,0.040301873
42808,Scaffold179,498005,498858,40.35599847,0.474000574,0.231171997,2.050423842,0.040323089
27209,Scaffold1441,69831,71256,74.76238598,0.418026052,0.203880952,2.050343824,0.040330891
10434,Scaffold1157,63766,64532,32.97148752,0.495853867,0.241899468,2.049834463,0.040380587
115435,Scaffold516,233799,237892,283.3246298,0.31069269,0.151589351,2.049568043,0.040406602
61480,Scaffold2284,702,1743,41.83357995,0.465226396,0.226997067,2.049481969,0.040415009
35201,Scaffold1617,51186,51343,3.701442749,0.3702281,0.180923143,2.046328035,0.040724107
13024,Scaffold12,242228,242620,11.43481502,0.478704541,0.233988873,2.045843179,0.040771802
114595,Scaffold509,331677,332134,14.31392511,0.493036553,0.241469101,2.04182047,0.041169343
21490,Scaffold134,681613,682184,17.53264607,0.496989448,0.243662144,2.039666238,0.04138358
124494,Scaffold6,485828,487180,11.09592327,0.478142757,0.234438716,2.039521308,0.041398027
81251,Scaffold3,627534,627738,7.750849078,0.446652313,0.219454261,2.035286582,0.041822046
127492,Scaffold627,272445,275543,365.6532438,0.275239374,0.135263906,2.034832369,0.041867743
13929,Scaffold121,523618,527135,353.8695121,0.275302479,0.135305055,2.034679928,0.041883089
144685,Scaffold823,309387,309942,16.31463709,0.494724649,0.243215924,2.034096461,0.041941871
11369,Scaffold1170,116829,116961,5.132765044,0.410025113,0.201676819,2.033080025,0.042044439
54672,Scaffold2077,138253,139118,56.45070152,0.436524648,0.214929763,2.031010695,0.04225391
154688,Scaffold96,754983,755216,1.919922571,0.288918866,0.142273973,2.030721861,0.042283217
130211,Scaffold652,114439,114709,9.361681741,0.457678274,0.22538181,2.030679731,0.042287494
24360,Scaffold1393,278687,283998,406.451135,0.275701301,0.135805434,2.030119799,0.042344364
64909,Scaffold239,257280,257598,15.52683904,0.491467319,0.24212628,2.029797504,0.042377127
105918,Scaffold442,305690,310292,355.4530503,0.278606132,0.13730252,2.029140701,0.042443961
60564,Scaffold225,939548,940220,18.34361255,0.494343365,0.243650078,2.028907069,0.042467757
121945,Scaffold573,131970,133160,79.19655076,0.410034044,0.202121607,2.028650231,0.042493928
51496,Scaffold2,206967,208128,44.52407591,0.463641263,0.228633486,2.027879956,0.042572501
99528,Scaffold395,137913,139224,163.2219864,0.34927991,0.172269256,2.02752319,0.042608935
37832,Scaffold1678,101383,101669,5.346978857,0.406005241,0.200251647,2.027475164,0.042613842
130419,Scaffold654,488095,489396,110.7548096,0.398781047,0.196800554,2.026320752,0.042731926
66205,Scaffold243,544501,545439,74.46189816,0.411357248,0.203058531,2.025806288,0.042784639
50308,Scaffold197,178553,179462,33.03443775,0.480249725,0.237112751,2.025406579,0.042825632
111844,Scaffold489,527761,527857,2.589971302,0.323355706,0.159763555,2.023964141,0.042973841
91080,Scaffold344,596308,596500,4.502113587,0.397549134,0.19655457,2.022589116,0.043115527
121802,Scaffold571,218746,220360,32.05846229,0.47870398,0.236786471,2.02166947,0.04321051
108600,Scaffold464,263621,264111,16.54059145,0.492129865,0.243442254,2.021546616,0.043223212
23577,Scaffold1379,260485,261411,35.10407678,0.470607406,0.232905358,2.02059502,0.043321705
140268,Scaffold766,271820,272850,34.01356979,0.474875313,0.235339023,2.017834979,0.043608451
94479,Scaffold363,284132,284670,16.77920234,0.490664639,0.243166864,2.017810446,0.043611007
109421,Scaffold47,800589,801061,19.51612307,0.491071115,0.243683273,2.015202395,0.043883447
53096,Scaffold203,252517,253123,18.71844942,0.490979109,0.243689645,2.014772148,0.043928529
54191,Scaffold2063,85362,85571,7.051105548,0.438959626,0.217876053,2.014721768,0.04393381
149591,Scaffold89,634959,640189,442.408121,0.259489425,0.128838601,2.014065839,0.044002622
97539,Scaffold382,353491,356202,480.4198236,0.265355404,0.13179141,2.013449928,0.044067318
27135,Scaffold1440,134653,135230,3.067054271,0.345075782,0.171432945,2.012890706,0.044126129
12954,Scaffold1199,87098,87443,14.6813664,0.486846359,0.241972915,2.011987,0.044221307
10081,Scaffold115,320709,323847,169.4504076,0.34167177,0.169836791,2.01176534,0.044244679
22040,Scaffold1350,104925,105239,7.524988668,0.444899963,0.221166897,2.011602864,0.044261817
111835,Scaffold489,507584,508307,31.92706317,0.481480403,0.239483179,2.010497797,0.044378529
123766,Scaffold592,234209,234466,4.965270706,0.404613405,0.201341098,2.009591726,0.044474418
109032,Scaffold468,373530,374484,42.9310015,0.454639587,0.226369124,2.008399288,0.044600879
67841,Scaffold2483,114186,115638,53.02972109,0.439481966,0.218856605,2.0080818,0.0446346
114594,Scaffold509,326275,328003,110.8659609,0.386571192,0.192508676,2.008071532,0.044635691
124140,Scaffold597,193807,194265,18.45415013,0.489294226,0.243682588,2.007916236,0.044652194
110713,Scaffold48,53368,54123,29.18471718,0.482727561,0.240419115,2.007858486,0.044658332
34740,Scaffold161,370859,371997,50.01299873,0.440671269,0.219485606,2.00774564,0.044670328
127519,Scaffold627,332789,333005,4.998550685,0.406608915,0.202529937,2.007648452,0.044680662
147086,Scaffold8577,24948,25093,3.523963534,0.363882124,0.181316051,2.006894156,0.044760934
116151,Scaffold520,498191,498756,19.40063172,0.488841829,0.243659625,2.006248799,0.04482971
16866,Scaffold1263,133720,133867,1.903616449,0.28249196,0.140899917,2.004912186,0.044972436
112709,Scaffold496,398689,402123,150.7982525,0.332636269,0.16593414,2.004628281,0.045002801
83379,Scaffold307,491291,491961,19.01554234,0.488261304,0.243671458,2.00376896,0.045094815
19718,Scaffold1306,19400,20185,27.13567022,0.482586652,0.240945693,2.002885571,0.045189572
113202,Scaffold5,965984,966503,15.46509927,0.486194507,0.242827384,2.002222728,0.045260782
138545,Scaffold746,14473,14837,13.96321292,0.477846045,0.238743326,2.001505353,0.045337958
1047,Scaffold1002,45732,46747,35.79673063,0.469517774,0.234624836,2.001142683,0.045377016
123588,Scaffold590,234010,235801,73.78257191,0.410292672,0.205231646,1.999168648,0.04559011
25739,Scaffold142,183079,183580,22.28776099,0.486969362,0.243643238,1.998698448,0.045640991
148960,Scaffold880,502327,507281,363.5543197,0.268339985,0.134309389,1.99792425,0.045724873
99960,Scaffold3983,1313,1828,19.07961314,0.48531057,0.243017846,1.997016176,0.045823426
92218,Scaffold35,664555,666468,79.80159126,0.400670453,0.200637556,1.996986312,0.04582667
27217,Scaffold1441,86890,88314,168.6262769,0.325791776,0.163185751,1.996447446,0.045885241
149306,Scaffold886,137815,139168,40.67643501,0.452848536,0.226922386,1.99560979,0.045976413
122831,Scaffold582,401693,405351,135.2422225,0.364172192,0.182532556,1.995108161,0.046031084
82291,Scaffold302,109928,111861,250.3725147,0.308892656,0.15483658,1.994959183,0.046047332
109312,Scaffold47,111955,113102,92.07933569,0.429903657,0.215543153,1.994513171,0.046096002
56165,Scaffold212,344217,344546,9.530750666,0.451165277,0.226445085,1.992382731,0.046329081
28990,Scaffold1488,60348,61100,24.2277386,0.481379443,0.241615123,1.992339869,0.04633378
114226,Scaffold505,216004,216674,20.85656925,0.485362857,0.243639138,1.992138296,0.046355886
154770,Scaffold961,227971,228878,44.43574016,0.450361495,0.226201578,1.990974153,0.046483729
156297,Scaffold986,126297,126596,6.802436389,0.435210914,0.218621912,1.990701248,0.046513741
61154,Scaffold227,580361,580572,8.028566587,0.443666433,0.222894212,1.990479827,0.046538104
91428,Scaffold345,932472,937343,463.3357629,0.284488149,0.142934659,1.990337051,0.046553819
35326,Scaffold162,240534,240693,6.502013061,0.427636159,0.214860513,1.990296649,0.046558267
66558,Scaffold244,414329,417294,110.5092719,0.39779027,0.199900139,1.989944935,0.046597002
119217,Scaffold55,1060661,1062945,368.2668305,0.280411092,0.141004294,1.988670589,0.046737574
130691,Scaffold658,228976,229509,19.84378635,0.484494565,0.243655828,1.988438233,0.046763244
125576,Scaffold609,283685,284939,149.0035487,0.344555862,0.173363797,1.987472974,0.046870008
65308,Scaffold240,108911,109346,22.96047095,0.481775243,0.242570663,1.986123286,0.047019636
1681,Scaffold1011,26447,26812,11.18397707,0.468665732,0.236021816,1.985688187,0.047067957
120088,Scaffold558,403754,404683,29.08693739,0.475498772,0.239547817,1.984984787,0.047146164
86606,Scaffold322,167681,168040,8.759665352,0.45204722,0.22778765,1.984511541,0.047198843
64922,Scaffold239,277982,279648,234.3311816,0.307690068,0.155047384,1.984490545,0.047201181
16227,Scaffold1252,36906,38727,128.951615,0.358840704,0.18082764,1.984435029,0.047207364
147155,Scaffold858,420027,421687,164.7996533,0.344771002,0.173797749,1.983748382,0.047283897
13108,Scaffold12,694038,694709,43.00380583,0.45936566,0.23173939,1.982251096,0.047451145
121317,Scaffold568,423483,424437,31.00125887,0.477704636,0.241118451,1.981203157,0.047568495
58243,Scaffold219,17823,18222,16.35909393,0.476627853,0.240588454,1.981091968,0.047580961
105515,Scaffold44,361286,361874,28.07938836,0.477162041,0.241006167,1.979874819,0.047717597
34728,Scaffold161,339489,340369,35.36542392,0.463392445,0.234104118,1.979428853,0.047767743
153942,Scaffold95,628667,629026,9.286690214,0.453590404,0.229170581,1.979269774,0.047785641
129482,Scaffold644,293476,293941,3.039202573,0.335840471,0.169711585,1.978889482,0.047828451
87878,Scaffold329,682472,682568,3.925308217,0.353158448,0.178472992,1.978778101,0.047840995
113075,Scaffold5,388164,388375,5.597765265,0.401986526,0.203149249,1.978774363,0.047841416
8768,Scaffold113,375376,377055,81.35366829,0.398180069,0.201376963,1.977287088,0.048009188
54455,Scaffold207,364357,364873,19.74561122,0.48170032,0.243687896,1.97671008,0.048074411
7402,Scaffold1105,181380,181530,4.036706755,0.373424943,0.189034229,1.975435583,0.048218738
11565,Scaffold1175,169159,169924,23.47598613,0.478112577,0.242274012,1.973437318,0.048445759
68613,Scaffold2501,3916,4382,13.76739675,0.471437136,0.238921634,1.973187306,0.048474226
55651,Scaffold21013,127,909,2.432535231,0.307865386,0.156039406,1.972997681,0.048495827
71976,Scaffold2624,21630,23380,106.8511529,0.394661683,0.200084753,1.97247255,0.048555687
75579,Scaffold2765,115067,115308,5.05914519,0.396844058,0.20135877,1.970830762,0.048743237
99963,Scaffold3983,6761,8808,80.02170327,0.42168818,0.214004974,1.97045971,0.048785708
108763,Scaffold465,273100,273770,20.9160011,0.479849958,0.243602121,1.969810259,0.04886012
130375,Scaffold654,249989,250128,4.609246186,0.381914482,0.193970779,1.968927921,0.048961369
140598,Scaffold770,94992,96596,67.2000365,0.433032002,0.220069796,1.96770302,0.049102218
112908,Scaffold499,88462,90657,107.4528766,0.37510173,0.190656122,1.967425577,0.049134168
37041,Scaffold1658,30004,33212,153.3151268,0.351726012,0.178810679,1.967030236,0.049179725
39323,Scaffold1705,119220,119521,9.354489383,0.453292859,0.230529704,1.96630999,0.049262814
153915,Scaffold95,398173,398454,8.849948303,0.44530833,0.226561168,1.965510393,0.049355194
19464,Scaffold1301,111652,112279,31.18445242,0.463604795,0.235915819,1.965128056,0.049399418
24489,Scaffold1396,176624,177880,49.66178311,0.432448752,0.220066484,1.965082294,0.049404714
86914,Scaffold324,285854,287095,50.01901055,0.439961891,0.223940259,1.964639557,0.04945597
64379,Scaffold237,442757,443700,109.9183056,0.357361224,0.181926688,1.964314456,0.049493636
78984,Scaffold29,871014,871347,11.68898513,0.464171758,0.236314437,1.964212443,0.04950546
50625,Scaffold198,209694,210184,17.29900474,0.477856814,0.243333474,1.963793987,0.049553988
33898,Scaffold1591,30217,32883,200.3105286,0.322310369,0.164128802,1.963764824,0.049557371
129844,Scaffold65,491186,496494,391.6199347,0.26011603,0.13245846,1.96375551,0.049558452
50196,Scaffold1964,50667,51994,71.39971617,0.437926748,0.223235486,1.961725513,0.04979445
124875,Scaffold602,74759,75578,24.12226891,0.474047551,0.241672592,1.961527982,0.049817464
72442,Scaffold264,714480,714863,17.04452039,0.473847701,0.241616916,1.961152838,0.049861197
52630,Scaffold2019,69270,69403,6.549088328,0.417313782,0.212976139,1.959439135,0.050061381
143255,Scaffold802,129634,129883,7.802596895,0.430877027,0.22000504,1.958487076,0.050172886
29799,Scaffold1503,17189,18781,113.0013547,0.371127131,0.189509984,1.958351339,0.050188801
126673,Scaffold62,377777,378027,8.810551029,0.443697781,0.226580644,1.958233382,0.050202634
38962,Scaffold17,937028,938737,261.2136921,0.284150159,0.145214899,1.95675623,0.050376135
73160,Scaffold2663,14733,15117,11.98427084,0.466952144,0.238672568,1.956455023,0.050411576
99719,Scaffold397,26243,26968,43.58013452,0.452693573,0.231643894,1.954265078,0.050669877
18894,Scaffold1297,182249,182613,10.46297247,0.457470411,0.234093218,1.954223259,0.05067482
78043,Scaffold286,147130,147517,11.78134148,0.466046575,0.238522664,1.953888015,0.050714462
141658,Scaffold785,100344,101027,23.48848216,0.47338748,0.242359421,1.953245628,0.050790497
94669,Scaffold364,452946,453606,22.94013468,0.473969248,0.242810723,1.952011187,0.050936876
24114,Scaffold139,202947,203194,6.77803931,0.423932757,0.217217376,1.951652138,0.050979519
1526,Scaffold101,451928,452008,2.385997137,0.30238097,0.155030454,1.950461747,0.051121108
29253,Scaffold1492,220715,220932,7.609892255,0.434882736,0.223008367,1.950073628,0.051167344
28701,Scaffold148,437862,438488,12.86539794,0.467082485,0.239528675,1.95000655,0.051175338
78118,Scaffold286,503109,504009,27.23042393,0.468752071,0.240481457,1.949223349,0.051268758
106140,Scaffold444,623324,624618,145.0988534,0.351681292,0.180469883,1.948697956,0.051331506
130209,Scaffold652,111392,111983,16.25394213,0.473238799,0.242932618,1.948024942,0.051411979
41475,Scaffold176,27056,27359,12.24920356,0.457284596,0.234803854,1.947517419,0.051472733
86151,Scaffold320,121299,128340,577.0880869,0.234610155,0.120488217,1.947162643,0.051515239
116150,Scaffold520,495916,497669,266.0508798,0.287804133,0.14783499,1.946793058,0.05155955
5350,Scaffold1073,54309,58613,244.6525686,0.33641225,0.172926909,1.945401392,0.051726687
128264,Scaffold632,255313,255649,9.538944553,0.441881341,0.227249894,1.944473251,0.051838408
52037,Scaffold20,1531230,1533349,111.416655,0.351538619,0.180808433,1.944260082,0.051864096
55578,Scaffold210,353250,354151,19.91196665,0.473639133,0.243619962,1.9441721,0.051874701
110336,Scaffold477,451579,452981,48.1009288,0.45275177,0.232935812,1.943676099,0.051934523
59483,Scaffold222,554355,555301,34.02754894,0.457958861,0.235630546,1.943546235,0.051950195
26211,Scaffold1428,85316,86559,82.52177882,0.406727297,0.209296374,1.943307901,0.051978967
110444,Scaffold478,384643,384954,11.32226415,0.458174342,0.235835843,1.942768054,0.052044189
102748,Scaffold418,314701,315678,54.66609077,0.422687559,0.217593964,1.942551858,0.052070328
75004,Scaffold274,238073,238680,21.93932542,0.472483283,0.243232488,1.942517163,0.052074524
65659,Scaffold241,342510,345448,469.3555712,0.254522669,0.131035801,1.942390303,0.052089868
64787,Scaffold2385,43628,47803,558.3218828,0.246110041,0.1267076,1.942346316,0.05209519
130915,Scaffold66,317760,319360,57.87718948,0.422872695,0.217729157,1.942195988,0.052113379
135512,Scaffold706,168331,168396,3.380583873,0.349276445,0.179850707,1.942035428,0.052132812
85132,Scaffold315,537595,537778,4.829569038,0.388510826,0.200098184,1.941600964,0.052185426
91112,Scaffold344,773802,774107,9.743744246,0.452530613,0.233139414,1.941030074,0.05225463
63922,Scaffold2352,126102,127472,47.20166692,0.438867007,0.226149173,1.940608494,0.052305783
25264,Scaffold1408,22797,25497,192.814672,0.303629263,0.156659641,1.938146039,0.052605408
15562,Scaffold124,76208,76441,5.33009895,0.395475198,0.204088031,1.937767721,0.052651568
133752,Scaffold69,328012,328142,5.367246512,0.397185514,0.205086166,1.936676285,0.052784926
133628,Scaffold689,178422,182181,337.5739527,0.282437559,0.14584094,1.936613682,0.052792584
123642,Scaffold591,187053,187803,11.07067754,0.458272308,0.236783275,1.935408271,0.052940215
151936,Scaffold92,294926,304079,1550.559284,0.228626476,0.11818273,1.9345168,0.053049619
60016,Scaffold22361,19300,19556,5.59111198,0.396089478,0.204796645,1.934062339,0.053105464
32530,Scaffold156,164612,165453,27.31655443,0.463426788,0.239748438,1.932971037,0.053239766
13105,Scaffold12,673592,674740,53.97444393,0.442325065,0.228940801,1.932049962,0.05335334
131756,Scaffold668,284873,285316,10.03503253,0.444487178,0.230066373,1.931995414,0.053360072
16266,Scaffold1253,65627,66197,27.81652516,0.463491253,0.240044298,1.930857169,0.053500718
151589,Scaffold912,286454,286551,3.909502656,0.360202988,0.186758191,1.928713197,0.053766477
29120,Scaffold149,191560,192027,9.700123598,0.44921824,0.233047041,1.927586118,0.053906627
150852,Scaffold901,376044,377632,147.1558533,0.327972555,0.170148141,1.927570604,0.053908558
109189,Scaffold469,109083,110351,45.36106733,0.439849612,0.228204866,1.927433097,0.053925678
115011,Scaffold511,793275,793922,38.68165346,0.445464675,0.231272505,1.926146281,0.054086111
92797,Scaffold353,384655,384955,9.854368075,0.440056612,0.228489471,1.925938246,0.054112085
112493,Scaffold494,180416,184471,282.8822765,0.275491301,0.143179446,1.924098111,0.054342287
54480,Scaffold207,487511,488778,34.67070468,0.45848169,0.238296227,1.923998954,0.054354715
116153,Scaffold520,500132,500596,15.3173085,0.465990287,0.242240702,1.923666346,0.054396419
124190,Scaffold597,602374,602486,3.846121266,0.359676912,0.187003027,1.923374811,0.054432995
141662,Scaffold785,108067,108534,14.2832511,0.465189717,0.241871717,1.923291085,0.054443504
63840,Scaffold235,395719,396241,11.02943717,0.455199647,0.236712251,1.923008401,0.054478995
34808,Scaffold161,562507,563357,29.655418,0.459339795,0.238892934,1.922785188,0.054507033
104773,Scaffold433,511434,512155,19.78742523,0.468512082,0.243671646,1.922718906,0.054515361
126011,Scaffold6122,5881,6270,7.149245971,0.424607534,0.220843844,1.922659585,0.054522816
134965,Scaffold70,857494,857730,8.444712284,0.430221649,0.223787199,1.922458705,0.054548065
42799,Scaffold179,450068,450380,7.16317182,0.424215143,0.220686268,1.922254369,0.054573759
143853,Scaffold811,161504,161678,3.851418986,0.359307269,0.187009047,1.921336298,0.054689324
90388,Scaffold340,576531,576749,4.080914213,0.346854169,0.180568751,1.920898092,0.054744556
45386,Scaffold185,322693,323498,26.12638468,0.462857812,0.240969048,1.92081853,0.054754589
10080,Scaffold115,319169,320621,75.38914577,0.401641533,0.209218503,1.919722811,0.054892921
68849,Scaffold251,396147,397081,42.9901734,0.439741699,0.229093525,1.919485496,0.05492292
59708,Scaffold2228,60939,61852,2.372071288,0.294194444,0.15328341,1.91928431,0.054948363
133629,Scaffold689,183214,185641,379.3179502,0.311640761,0.162405076,1.918910225,0.054995696
154157,Scaffold951,176628,177158,12.64368752,0.45957351,0.239578457,1.918258912,0.055078189
16046,Scaffold125,137855,137950,1.767377609,0.261082805,0.136261347,1.916044497,0.055359432
61692,Scaffold229,600385,600680,8.104079642,0.430610636,0.224839093,1.915194689,0.05546768
66215,Scaffold243,572841,573526,26.3779176,0.461478093,0.240992923,1.914903094,0.055504863
135285,Scaffold703,289607,289802,4.455982103,0.362229777,0.189229038,1.914239912,0.055589508
21327,Scaffold1338,146445,148183,47.38623955,0.431065816,0.225228894,1.913901045,0.055632801
16990,Scaffold1266,34168,34648,11.54497363,0.45340909,0.236958506,1.91345353,0.055690017
71764,Scaffold2618,16537,17188,24.4618951,0.464257877,0.242642298,1.913342732,0.055704191
70147,Scaffold256,388493,389688,100.6233526,0.380181656,0.198722573,1.913127684,0.055731708
70436,Scaffold257,598922,599404,16.73381126,0.465828612,0.243505987,1.913006813,0.05574718
51932,Scaffold20,1067164,1070093,197.0060889,0.319842229,0.167206369,1.912859125,0.05576609
137943,Scaffold739,54775,54895,3.832064856,0.352869803,0.184553822,1.912015691,0.055874182
30763,Scaffold1527,57063,57787,24.75106424,0.464414914,0.242985324,1.91128792,0.055967591
80647,Scaffold2973,79392,81314,62.2868719,0.406525211,0.21280844,1.910287071,0.056096262
60251,Scaffold2243,85202,85289,2.963964848,0.319227579,0.16716773,1.909624418,0.056181589
58804,Scaffold220,93680,95357,56.17887633,0.41521164,0.217450189,1.909456328,0.05620325
46137,Scaffold1869,3856,4259,9.412153417,0.431917672,0.226212345,1.909346158,0.056217452
15073,Scaffold123,492249,492914,20.81900769,0.465123203,0.243621179,1.909206764,0.056235424
122368,Scaffold578,107040,107228,6.873219722,0.413031876,0.216339042,1.90918787,0.056237861
154955,Scaffold964,427395,428326,46.00582056,0.429444384,0.225002496,1.908620535,0.056311061
115771,Scaffold519,100749,101464,20.95034081,0.464740509,0.243527774,1.908367583,0.056343724
42685,Scaffold1789,135933,142857,490.6499768,0.270370084,0.141698432,1.908066867,0.056382574
140813,Scaffold773,239556,240050,1.743930665,0.259134039,0.135828731,1.907799904,0.056417083
12435,Scaffold119,308826,309117,13.70437869,0.454818554,0.238540484,1.90667239,0.056563024
81339,Scaffold3,1153474,1156085,210.0876269,0.305046717,0.160007119,1.906457155,0.056590919
96542,Scaffold376,246525,247083,22.6357445,0.462567574,0.242651514,1.90630409,0.056610764
104170,Scaffold429,533678,535197,44.20677458,0.445203018,0.233561133,1.906151987,0.056630489
115236,Scaffold514,77880,78342,20.27057467,0.464173158,0.243696111,1.904721238,0.056816317
87965,Scaffold329,1008770,1009658,45.53940291,0.426979435,0.224225511,1.904241107,0.05687879
8779,Scaffold113,450901,451366,21.13043974,0.463464416,0.243516798,1.903213333,0.057012714
108856,Scaffold467,72676,74777,317.1540992,0.295905456,0.155513082,1.902768902,0.057070707
8090,Scaffold1117,290013,290213,6.612518634,0.41289731,0.217030713,1.902483316,0.057107998
34742,Scaffold161,375616,376045,10.33566616,0.442540202,0.232621,1.902408649,0.057117751
91678,Scaffold347,73727,73899,6.116081536,0.405719757,0.213311166,1.902008993,0.057169979
148993,Scaffold881,88123,89784,78.98934767,0.390368617,0.205255264,1.901868965,0.057188287
98497,Scaffold389,238022,239394,81.54035061,0.380770052,0.20023384,1.901626877,0.057219952
108014,Scaffold46,336494,337313,37.13169129,0.463121233,0.243599716,1.901156702,0.05728149
7102,Scaffold110,687436,687613,5.28422859,0.388213592,0.20421705,1.900985213,0.057303949
145734,Scaffold838,184019,184617,17.26287363,0.463121926,0.24363126,1.900913399,0.057313357
140858,Scaffold774,149631,149944,9.394939722,0.43788197,0.230365346,1.900815284,0.057326211
99773,Scaffold397,208278,209549,72.53336225,0.41325549,0.217423249,1.900695952,0.057341849
108341,Scaffold462,328709,329166,13.82467894,0.457626279,0.240842451,1.900106383,0.05741916
148997,Scaffold881,102067,102202,7.095524492,0.406745879,0.21409709,1.899819742,0.057456779
